contractingofficeagencyid,dollarsobligated,fiscal_year,mod_parent,piid,productorservicecode,vendorname
BUREAU OF THE CENSUS,296000,2016,THE MITRE CORPORATION,DOCYA132315NC0037,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,648989.42,2016,CNA CORPORATION,HHSO10033005T,U099: EDUCATION/TRAINING- OTHER,CNA CORPORATION
OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,0,2016,CNA CORPORATION,HHSO10033002T,U099: EDUCATION/TRAINING- OTHER,CNA CORPORATION
OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,0,2016,CNA CORPORATION,HHSO10033003T,U099: EDUCATION/TRAINING- OTHER,CNA CORPORATION
FOOD AND DRUG ADMINISTRATION,0,2016,THE MITRE CORPORATION,HHSF223201510260W,D324: IT AND TELECOM- BUSINESS CONTINUITY,THE MITRE CORPORATION
FOOD AND DRUG ADMINISTRATION,0,2016,THE MITRE CORPORATION,HHSF223201510254W,D324: IT AND TELECOM- BUSINESS CONTINUITY,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,44000,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,DJF161200S0000616,U005: EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,UNIVERSITY OF SOUTHERN CALIFORNIA
FEDERAL BUREAU OF INVESTIGATION,266034,2016,THE MITRE CORPORATION,DJF141200P0004607,R499: SUPPORT- PROFESSIONAL: OTHER,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF131200P0000359,R499: SUPPORT- PROFESSIONAL: OTHER,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF141200P0008111,R425: SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF141200P0012419,R425: SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF141200P0001650,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF151200P0005199,D302: IT AND TELECOM- SYSTEMS DEVELOPMENT,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF151200P0009650,R425: SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,0,2016,THE MITRE CORPORATION,DJF141200P0007455,R499: SUPPORT- PROFESSIONAL: OTHER,THE MITRE CORPORATION
FEDERAL BUREAU OF INVESTIGATION,190000,2016,THE MITRE CORPORATION,DJF141200P0001337,R425: SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,THE MITRE CORPORATION
U.S. CUSTOMS AND BORDER PROTECTION,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA INC,HSBP1010P00300,9999: MISCELLANEOUS ITEMS,UNIVERSITY OF SOUTHERN CALIFORNIA INC
U.S. CUSTOMS AND BORDER PROTECTION,0,2016,THE MITRE CORPORATION,HSBP1004F03128,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),THE MITRE CORPORATION
"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,IND14PC00011,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFORNIA
"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",-3247.06,2016,THE MITRE CORPORATION,IND08PD76094,AD27: R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),THE MITRE CORPORATION
TRANSPORTATION SECURITY ADMINISTRATION,1257356.72,2016,THE MITRE CORPORATION,HSTS0316JCIO578,D314: IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,THE MITRE CORPORATION
TRANSPORTATION SECURITY ADMINISTRATION,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,HSTS0515PBMO010,X1AB: LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,UNIVERSITY OF SOUTHERN CALIFORNIA
U.S. CITIZENSHIP AND IMMIGRATION SERVICES,2226202,2016,THE MITRE CORPORATION,HSSCCG16J00012,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),50000,2016,DYNCORP INTERNATIONAL LLC,Z555,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),0,2016,DYNCORP INTERNATIONAL LLC,Z541,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),0,2016,DYNCORP INTERNATIONAL LLC,Z526,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),3650000,2016,DYNCORP INTERNATIONAL LLC,Z534,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),180000,2016,DYNCORP INTERNATIONAL LLC,Z545,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),0,2016,DYNCORP INTERNATIONAL LLC,Z508,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),978804,2016,DYNCORP INTERNATIONAL LLC,Z543,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),1586322.3399999999,2016,DYNCORP INTERNATIONAL LLC,Z542,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),315564,2016,DYNCORP INTERNATIONAL LLC,Z551,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),1993542,2016,DYNCORP INTERNATIONAL LLC,Z546,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),280000,2016,DYNCORP INTERNATIONAL LLC,Z544,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),75000,2016,DYNCORP INTERNATIONAL LLC,Z548,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),40000,2016,DYNCORP INTERNATIONAL LLC,Z556,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),10000,2016,DYNCORP INTERNATIONAL LLC,Z557,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),100000,2016,DYNCORP INTERNATIONAL LLC,Z537,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),16029060.52,2016,DYNCORP INTERNATIONAL LLC,Z538,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),49760.56,2016,DYNCORP INTERNATIONAL LLC,Z549,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),34908363.64,2016,DYNCORP INTERNATIONAL LLC,Z539,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,1034000,2016,DYNCORP INTERNATIONAL LLC,FA701411C0018,J016: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LLC,4C45,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,FA875015C0203,AD91: R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFORNIA
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LLC,FA810809D0004,J010: MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,85003517.78999999,2016,DYNCORP INTERNATIONAL LLC,FA489008C0004,M179: OPER OF GOVT OTHER WAREHOUSE BLDGS,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,JOHNS HOPKINS UNIVERSITY,0012,AR11: R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),JOHNS HOPKINS UNIVERSITY
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LLC,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,JOHNS HOPKINS UNIVERSITY,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,JOHNS HOPKINS UNIVERSITY
DEPT OF THE AIR FORCE,0,2016,"CENTERRA GROUP, LLC",0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"CENTERRA GROUP, LLC"
DEPT OF THE AIR FORCE,21483955.14,2016,DYNCORP INTERNATIONAL LLC,FA861712C6208,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,216078,2016,JOHNS HOPKINS UNIVERSITY,FA945309C0343,AC21: R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),JOHNS HOPKINS UNIVERSITY
DEPT OF THE AIR FORCE,11104661.379999999,2016,DYNCORP INTERNATIONAL LLC,FA300209C0024,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,2424820.0100000002,2016,DYNCORP INTERNATIONAL LLC,FA300212C0025,"J028: MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS",DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,-2,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0003,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LLC,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,0,2016,JOHNS HOPKINS UNIVERSITY,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,JOHNS HOPKINS UNIVERSITY
DEPT OF THE ARMY,0,2016,"CENTERRA GROUP, LLC",0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,"CENTERRA GROUP, LLC"
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LLC,W58RGZ09C0143,R408: SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,8202585.76,2016,DYNCORP INTERNATIONAL LLC,W58RGZ15C0033,"1520: AIRCRAFT, ROTARY WING",DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,11072377.17,2016,DYNCORP INTERNATIONAL LLC,W58RGZ13C0042,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,1869509.3,2016,DYNCORP INTERNATIONAL LLC,W58RGZ13C0040,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,-39450.72,2016,DYNCORP INTERNATIONAL LLC,0068,AC11: R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,0,2016,UNIVERSITY OF SOUTHERN CALIFOR,0036,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFOR
DEPT OF THE ARMY,-24960,2016,UNIVERSITY OF SOUTHERN CALIFOR,0027,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,UNIVERSITY OF SOUTHERN CALIFOR
DEPT OF THE ARMY,-24960,2016,DYNCORP INTERNATIONAL LLC,0027,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),W52P1J07D0007,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,315534,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0007,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,-9520.28,2016,UNIVERSITY OF SOUTHERN CALIFOR,0044,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFOR
DEPT OF THE ARMY,-390023615.88,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0004,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,62004637.21,2016,THE MITRE CORPORATION,W56KGU15C0010,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LLC,W912CL13C0001,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,0,2016,UNIVERSITY OF SOUTHERN CALIFOR,0039,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFOR
DEPT OF THE ARMY,-90000,2016,THE MITRE CORPORATION,W56KGU14C0010,AZ14: R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),THE MITRE CORPORATION
DEPT OF THE ARMY,10198286.15,2016,DYNCORP INTERNATIONAL LLC,0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,10198286.15,2016,"CENTERRA GROUP, LLC",0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,"CENTERRA GROUP, LLC"
DEPT OF THE ARMY,10198286.15,2016,EXXON MOBIL CORPORATION,0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,EXXON MOBIL CORPORATION
DEPT OF THE ARMY,0,2016,JOHNS HOPKINS UNIVERSITY,W9113M09D0001,AC23: R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),JOHNS HOPKINS UNIVERSITY
DEPT OF THE ARMY,498750,2016,JOHNS HOPKINS UNIVERSITY,0041,AC23: R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),JOHNS HOPKINS UNIVERSITY
DEFENSE LOGISTICS AGENCY,19724.62,2016,MOBIL OIL GUAM INC,0412,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15590.62,2016,MOBIL OIL GUAM INC,0440,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19909.36,2016,MOBIL OIL GUAM INC,0417,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19882.52,2016,MOBIL OIL GUAM INC,0415,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,6884.32,2016,MOBIL OIL GUAM INC,0427,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20410.54,2016,MOBIL OIL GUAM INC,0416,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,111801.6,2016,MOBIL OIL GUAM INC,0441,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9926.85,2016,MOBIL OIL GUAM INC,0431,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9926.85,2016,CNA CORPORATION,0431,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,CNA CORPORATION
DEFENSE LOGISTICS AGENCY,18798.12,2016,MOBIL OIL GUAM INC,0432,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,106007.3,2016,MOBIL OIL GUAM INC,0423,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21701.44,2016,MOBIL OIL GUAM INC,0424,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,45098.7,2016,MOBIL OIL GUAM INC,0418,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,42444.88,2016,MOBIL OIL GUAM INC,0428,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20923.5,2016,MOBIL OIL GUAM INC,0442,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20923.5,2016,CNA CORPORATION,0442,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,CNA CORPORATION
DEFENSE LOGISTICS AGENCY,18769.64,2016,MOBIL OIL GUAM INC,0430,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15587.98,2016,MOBIL OIL GUAM INC,0439,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20452.06,2016,MOBIL OIL GUAM INC,0421,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,30429.96,2016,MOBIL OIL GUAM INC,0445,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9521.6,2016,MOBIL OIL GUAM INC,0446,R799: SUPPORT- MANAGEMENT: OTHER,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9521.6,2016,THE MITRE CORPORATION,0446,R799: SUPPORT- MANAGEMENT: OTHER,THE MITRE CORPORATION
DEFENSE LOGISTICS AGENCY,19354.34,2016,MOBIL OIL GUAM INC,0434,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19892.58,2016,MOBIL OIL GUAM INC,0422,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19867.16,2016,MOBIL OIL GUAM INC,0429,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19912.7,2016,MOBIL OIL GUAM INC,0419,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20438.22,2016,MOBIL OIL GUAM INC,0414,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,11099.22,2016,MOBIL OIL GUAM INC,0433,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19694.7,2016,MOBIL OIL GUAM INC,0413,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9297.28,2016,MOBIL OIL GUAM INC,0420,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,67460.34,2016,MOBIL OIL GUAM INC,0407,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19741.22,2016,MOBIL OIL GUAM INC,0411,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,24920.02,2016,MOBIL OIL GUAM INC,0398,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21754.48,2016,MOBIL OIL GUAM INC,0400,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,28281.1,2016,MOBIL OIL GUAM INC,0393,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19955.4,2016,MOBIL OIL GUAM INC,0396,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,44338.82,2016,MOBIL OIL GUAM INC,0405,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,22030.96,2016,MOBIL OIL GUAM INC,0395,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15590.62,2016,MOBIL OIL GUAM INC,0449,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,6748.42,2016,MOBIL OIL GUAM INC,0447,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,15567.02,2016,MOBIL OIL GUAM INC,0448,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20285.62,2016,MOBIL OIL GUAM INC,0402,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20996.44,2016,MOBIL OIL GUAM INC,0408,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,22072.1,2016,MOBIL OIL GUAM INC,0397,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21728.66,2016,MOBIL OIL GUAM INC,0404,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13611.18,2016,MOBIL OIL GUAM INC,0454,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17818.46,2016,MOBIL OIL GUAM INC,0455,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17806.42,2016,MOBIL OIL GUAM INC,0453,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,111801.6,2016,MOBIL OIL GUAM INC,0456,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,41847,2016,MOBIL OIL GUAM INC,0457,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20786.92,2016,MOBIL OIL GUAM INC,0406,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20282.2,2016,MOBIL OIL GUAM INC,0403,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19925.08,2016,MOBIL OIL GUAM INC,0399,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,13618.04,2016,MOBIL OIL GUAM INC,0452,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,3633.78,2016,MOBIL OIL GUAM INC,0451,9140: FUEL OILS,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,19033.54,2016,MOBIL OIL GUAM INC,0450,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,17456.36,2016,MOBIL OIL GUAM INC,0464,"9130: LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",MOBIL OIL GUAM INC
